"Date","days","infected.obs","removed.obs","susceptible.pred","exposed.pred","infected.pred","removed.pred"
"2020-01-22",22,0,0,37889999.9338517,5.42536326503306,0,0
"2020-01-23",23,2,0,37889999.9338517,5.42536326503306,2.43381525175027,0.00630529750476493
"2020-01-24",24,3,1,37889998.0647345,5.89458550892623,3.66019219372819,0.179823332272567
"2020-01-25",25,8,1,37889995.280204,7.07296059698062,5.01990241890751,0.426268530605585
"2020-01-26",26,14,1,37889991.3560563,9.00434890580405,6.68090433162105,0.75802594967071
"2020-01-27",27,20,1,37889985.9263719,11.8488687407603,8.82672697715673,1.19736786139026
"2020-01-28",28,32,1,37889978.4494531,15.8873437792746,11.6843986509676,1.77813993344077
"2020-01-29",29,37,1,37889968.1802511,21.5188878434753,15.551182138669,2.54901446320053
"2020-01-30",30,42,2,37889954.1450576,29.2570089872034,20.8190647528851,3.57820413419714
"2020-01-31",31,57,2,37889935.1425568,39.7024976184123,27.9948090969643,4.95947201566039
"2020-02-01",32,76,4,37889909.8194841,53.4552280640664,37.7056784852849,6.81894485367419
"2020-02-02",33,91,4,37889876.8943436,70.9128187388197,50.6707758825434,9.32139726127838
"2020-02-03",34,117,4,37889835.6301682,91.8915863597095,67.6044226721756,12.6731582679325
"2020-02-04",35,149,6,37889786.4762246,115.188973038388,89.0174829018515,17.116654976789
"2020-02-05",36,181,9,37889731.4113228,138.511017771895,114.965362508047,22.9116324332805
"2020-02-06",37,216,11,37889674.0939037,158.584912502684,144.818079884966,30.3024394653278
"2020-02-07",38,262,15,37889619.5731824,171.642609091119,177.109509545274,39.4740344177908
"2020-02-08",39,277,18,37889573.3230939,174.397885025757,209.574156198346,50.5042004180789
"2020-02-09",40,287,20,37889539.684703,165.326038486417,239.463066803375,63.3255272123785
"2020-02-10",41,294,37,37889520.142886,145.795750177897,264.146860562741,77.713838801864
"2020-02-11",42,324,36,37889512.7220372,119.920299173587,281.840976327427,93.3160228534042
"2020-02-12",43,339,39,37889513.69423,92.4176417057314,291.97596273809,109.711501096248
"2020-02-13",44,353,42,37889518.9830732,67.2517542781464,295.084652211165,126.479855799005
"2020-02-14",45,361,58,37889525.0545493,47.0161323771999,292.473692683935,143.254961183111
"2020-02-15",46,346,79,37889529.4817154,32.7441482269301,285.815874517375,159.757597404953
"2020-02-16",47,355,90,37889531.150676,24.0779195928007,276.765680851573,175.80505901986
"2020-02-17",48,361,96,37889530.1991709,19.6343461380064,266.664624224689,191.301194250901
"2020-02-18",49,342,122,37889527.5739691,17.6354973391195,256.376784153251,206.213084948586
"2020-02-19",50,338,132,37889524.1855382,16.7397459753428,246.330063917159,220.54398739317
"2020-02-20",51,328,148,37889520.6920321,16.1251729550079,236.669337130677,234.312793353521
"2020-02-21",52,292,187,37889517.5275249,15.3493478027032,227.380823603609,247.541639196677
"2020-02-22",53,263,216,37889514.9323192,14.2386293443061,218.378897893423,260.2494890627
"2020-02-23",54,246,234,37889512.9794262,12.8053521114237,209.564732937845,272.449824204206
"2020-02-24",55,241,239,37889511.5984226,11.1855720992011,200.864283800694,284.151056948038
"2020-02-25",56,225,255,37889510.6296414,9.56241940110183,192.248654940023,295.358619705301
"2020-02-26",57,219,261,37889509.9250066,8.06696750882033,183.729822988915,306.07753840061
"2020-02-27",58,197,283,37889509.3729093,6.76908233619941,175.343078146073,316.314265669334
"2020-02-28",59,184,296,37889508.8943194,5.69442658299238,167.13300318517,326.077586322517
"2020-02-29",60,166,314,37889508.438661,4.83788532556968,159.143932478214,335.378856690576
"2020-03-01",61,125,355,37889507.9797724,4.17394672484,151.413814862933,344.231801505133
"2020-03-02",62,111,369,37889507.5119358,3.66473138395043,143.970631060703,352.6520371989
"2020-03-03",63,101,379,37889507.0406937,3.2710793042045,136.831108946785,360.656453583364
"2020-03-04",64,94,386,37889506.566113,2.96754155280828,130.003060059894,368.262620894995
"2020-03-05",65,89,392,37889506.079603,2.74192952001954,123.489404704097,375.48839826883
"2020-03-06",66,72,409,37889505.5656042,2.59088660836846,117.291100321508,382.351744402026
"2020-03-07",67,65,416,37889505.0031057,2.51659604485616,111.408971519876,388.870662204129
"2020-03-08",68,56,425,37889504.3669382,2.5244161096491,105.844757058651,395.063224160908
"2020-03-09",69,38,443,37889503.6288848,2.62119435136485,100.601615378604,400.947640984986
"2020-03-10",70,34,447,37889502.7611094,2.81180217181047,95.6840786639613,406.542345260356
"2020-03-11",71,33,449,37889501.7430382,3.09352925225281,91.0967293648237,411.866038685833
"2020-03-12",72,28,454,37889500.5619665,3.45733126891109,86.842396399675,416.937641305239
"2020-03-13",73,23,459,37889499.2114868,3.89062037378085,82.9210713441026,421.776156998834
"2020-03-14",74,22,460,37889497.6901054,4.379268581298,79.3294649302967,426.40049655308
"2020-03-15",75,16,466,37889496.0000852,4.90896871175081,76.0609930465289,430.829288565488
"2020-03-16",76,14,468,37889494.1464942,5.46611285149955,73.1060306388403,435.080697844482
"2020-03-17",77,13,469,37889492.1354105,6.03926745767853,70.452393311322,439.172264164437
"2020-03-18",78,10,472,37889489.9706924,6.62153300095684,68.0863281963214,443.120781903405
"2020-03-19",79,10,473,37889487.6532593,7.21013274468743,65.9936981790024,446.942245274501
"2020-03-20",80,8,476,37889485.1812756,7.80533910508164,64.1608676297096,450.651853188204
"2020-03-21",81,8,476,37889482.5502796,8.40968584114733,62.5753136513846,454.26405637491
"2020-03-22",82,5,479,37889479.7532484,9.02741206560827,61.2260415928601,457.792633453145
"2020-03-23",83,6,478,37889476.7804705,9.66420937678442,60.1038689976842,461.250786609157
"2020-03-24",84,3,481,37889473.6124587,10.3334675154232,59.2021505751851,464.651258673568
"2020-03-25",85,3,481,37889470.2012045,11.0711039862414,58.5204616820144,468.006565287467
"2020-03-26",86,2,482,37889466.4647327,11.9351573229985,58.0699410382373,471.32950444382
"2020-03-27",87,2,482,37889462.2856784,13.0021852744637,57.8775296491587,474.633942160868
"2020-03-28",88,2,482,37889457.5075548,14.366521584545,57.9894446572299,477.935814421264
"2020-03-29",89,2,482,37889451.9277123,16.1426462762349,58.4746533499668,481.254323510161
"2020-03-30",90,2,482,37889445.2858971,18.4709221506985,59.4291644062491,484.613351755672
"2020-03-31",91,2,482,37889437.2704059,21.5055092191556,60.9802812511405,488.043139098103
"2020-04-01",92,2,482,37889427.5629364,25.3717625258146,63.2826296172732,491.582006896018
"2020-04-02",93,6,482,37889415.8399162,30.1722494856074,66.5095117249272,495.277658016943
"2020-04-03",94,7,482,37889401.7602109,36.0025412385742,70.8484875886015,499.188095717504
"2020-04-04",95,9,482,37889384.9626442,42.9547257073377,76.4995846307467,503.382380921909
"2020-04-05",96,22,482,37889365.0786973,51.1066072275962,83.6727483182789,507.941282554247
"2020-04-06",97,42,482,37889341.7658206,60.4950165539728,92.580824984875,512.957673323365
"2020-04-07",98,62,482,37889314.7049332,71.1293851675763,103.428648491845,518.536368596067
"2020-04-08",99,86,483,37889283.4692404,83.114722688693,116.421609453686,524.793762900437
"2020-04-09",100,126,483,37889247.4404235,96.7034331478389,131.796779184933,531.858699565053
"2020-04-10",101,155,483,37889205.7251865,112.337356714191,149.861455216534,539.875336973487
"2020-04-11",102,178,483,37889157.0198737,130.726752395996,171.044181675327,549.008527708443
"2020-04-12",103,201,483,37889099.4048794,152.974348318538,195.967430682663,559.45267703554
"2020-04-13",104,257,483,37889030.0415965,180.758639062833,225.553470636284,571.445629267051
"2020-04-14",105,336,483,37888944.9135668,216.430126844182,261.165930069999,585.289711756035
"2020-04-15",106,358,483,37888838.8806227,262.813364152294,304.7248781268,601.380470486202
"2020-04-16",107,377,484,37888705.5082969,323.258785385285,358.791488462262,620.240764727614
