"Date","days","infected.obs","removed.obs","susceptible.pred","exposed.pred","infected.pred","removed.pred"
"2020-01-22",22,14,0,21709980.3322691,2.21953824516016,0,0
"2020-01-23",23,22,0,21709980.3322691,2.21953824516016,0,0
"2020-01-24",24,35,1,21709980.3322691,2.21953824516016,0,0
"2020-01-25",25,39,2,21709980.3322691,2.21953824516016,16.5659332127835,0.416834357451943
"2020-01-26",26,66,2,21709969.710464,2.88895383847582,25.6724758061023,1.26268117781292
"2020-01-27",27,77,3,21709955.1794344,3.89703407365614,37.9213125362907,2.53679388318658
"2020-01-28",28,86,5,21709936.281553,5.00594155491748,53.8668596742366,4.38022059425259
"2020-01-29",29,106,5,21709912.9405985,6.10301948591627,73.5462050260688,6.94475187012243
"2020-01-30",30,109,5,21709885.6108115,7.05117275211478,96.4987105890858,10.3738799809564
"2020-01-31",31,133,6,21709855.2980358,7.71587810766028,121.738910453746,14.7817504701109
"2020-02-01",32,158,10,21709823.4439745,8.00068451096133,147.856432991755,20.2334828389569
"2020-02-02",33,181,10,21709791.6775476,7.87799936641426,173.246757625803,26.7322703106761
"2020-02-03",34,199,13,21709761.4912718,7.40278479689569,196.422835994504,34.2176822360091
"2020-02-04",35,204,24,21709733.929944,6.70369100127406,216.324112930105,42.57682694386
"2020-02-05",36,228,25,21709709.4259828,5.93175422931845,232.510607699427,51.6662300832784
"2020-02-06",37,242,32,21709687.9642029,5.18292682266305,245.051672420413,61.3357726710421
"2020-02-07",38,263,34,21709669.2799363,4.5107038361496,254.299490860941,71.4444438101699
"2020-02-08",39,279,36,21709652.9946675,3.93573968186614,260.735603673793,81.8685639551761
"2020-02-09",40,287,39,21709638.7300864,3.4519203031928,264.848110678252,92.5044574475697
"2020-02-10",41,291,46,21709626.1931919,3.03368861117803,267.040934332435,103.266759949597
"2020-02-11",42,291,51,21709615.2325791,2.64302867632289,267.575352643531,114.083614455765
"2020-02-12",43,293,59,21709605.8359588,2.25100440249271,266.557115640432,124.890496026819
"2020-02-13",44,294,72,21709597.9969333,1.86399893459664,264.047872105125,135.625770486191
"2020-02-14",45,289,83,21709591.6541169,1.49576030642512,260.153582359322,146.231115250747
"2020-02-15",46,273,102,21709586.6938866,1.15895920220976,255.028264719333,156.653464366529
"2020-02-16",47,268,112,21709582.9573659,0.86440467411828,248.86597124255,166.846833052732
"2020-02-17",48,263,118,21709580.2490962,0.620658247420656,241.891087652151,176.773732737777
"2020-02-18",49,261,126,21709578.3465828,0.433855366175558,234.347947774101,186.406188950156
"2020-02-19",50,244,149,21709577.0177247,0.304268080574026,226.486285455885,195.726296575148
