"Date","days","infected.obs","removed.obs","susceptible.pred","exposed.pred","infected.pred","removed.pred"
"2020-01-22",22,14,0,21709981.5983538,9.84719243728487,0,0
"2020-01-23",23,22,0,21709981.5983538,9.84719243728487,6.95250357094458,0.0918712561178404
"2020-01-24",24,35,1,21709966.849711,21.4801049721924,9.73600191548477,0.424103095796559
"2020-01-25",25,39,2,21709947.5239762,35.188336986899,14.8613799657099,0.916227848293788
"2020-01-26",26,66,2,21709921.6826934,52.3399289840215,22.7950762191095,1.67222244542497
"2020-01-27",27,77,3,21709888.3103225,73.2150772373891,34.1458184067754,2.81870292695402
"2020-01-28",28,86,5,21709847.652792,96.8939604999581,49.4370336791488,4.50613479276404
"2020-01-29",29,106,5,21709801.5565068,121.168943467388,68.8640255242249,6.90044518528443
"2020-01-30",30,109,5,21709753.5502355,142.709961478104,92.0648646353588,10.1648593553503
"2020-01-31",31,133,6,21709708.391744,157.688472075045,117.975875512911,14.4338294482842
"2020-02-01",32,158,10,21709670.974833,162.867538951772,144.863180401423,19.7843686967689
"2020-02-02",33,181,10,21709644.7827076,156.900298046794,170.593486287109,26.2134291329897
"2020-02-03",34,199,13,21709630.4006625,141.327973519256,193.130168217392,33.631116745373
"2020-02-04",35,204,24,21709625.4510853,120.080063114435,211.082552250321,41.8762203168655
"2020-02-05",36,228,25,21709626.1207307,97.6529792344908,223.967080572284,50.749130478151
"2020-02-06",37,242,32,21709628.3811949,77.9068549828374,232.153397947073,60.0484731474803
"2020-02-07",38,263,34,21709628.930982,63.3315097327699,236.62597033607,69.6014589219343
"2020-02-08",39,279,36,21709625.7792401,54.7716800649934,238.656613356077,79.2823874872472
"2020-02-09",40,287,39,21709618.4761941,51.5208413651915,239.475351033554,89.0175345569352
"2020-02-10",41,291,46,21709608.0924707,51.6254373533601,239.994420304422,98.7775926721164
"2020-02-11",42,291,51,21709596.4637846,52.8127190798743,240.652509502924,108.560907776004
"2020-02-12",43,293,59,21709585.1523353,53.4768263865187,241.485790909804,118.374968420272
"2020-02-13",44,294,72,21709575.309163,52.6755012674097,242.282060934566,128.223195804602
"2020-02-14",45,289,83,21709567.6752461,50.00906801518,242.708083107259,138.097523758036
"2020-02-15",46,273,102,21709562.5666772,45.5356938391371,242.411924135711,147.975625806753
"2020-02-16",47,268,112,21709559.8556767,39.7055410406144,241.106786701566,157.821916525697
"2020-02-17",48,263,118,21709558.9760095,33.283766769821,238.638508066507,167.591636691906
"2020-02-18",49,261,126,21709559.1540767,27.0785200632169,235.020175922424,177.237148292509
"2020-02-19",50,244,149,21709559.7377782,21.6389672455396,230.398902192256,186.714273313325
"2020-02-20",51,238,157,21709560.2511725,17.2549946025658,224.997209525853,195.986544359832
"2020-02-21",52,223,173,21709560.3942007,14.0046085931351,219.063876480971,205.027235207816
"2020-02-22",53,217,182,21709560.033507,11.8007781196931,212.836015138938,213.819620733634
"2020-02-23",54,206,193,21709559.1873522,10.4350863997431,206.51157361305,222.355908764934
"2020-02-24",55,197,202,21709558.0038872,9.61969287223996,200.231096857799,230.635244081453
"2020-02-25",56,181,219,21709556.6714158,9.08473226707295,194.072573696512,238.661199243804
"2020-02-26",57,161,239,21709555.3105284,8.67127173014495,188.068606017713,246.439514810625
"2020-02-27",58,157,253,21709553.9668898,8.31696318613213,182.229335162051,253.976732862967
"2020-02-28",59,146,264,21709552.6198316,8.03075580109861,176.559680551562,261.279653029992
"2020-02-29",60,132,279,21709551.1903052,7.87277464840395,171.071459244353,268.355381914191
"2020-03-01",61,129,284,21709549.5481154,7.9384991283703,165.791515193381,275.211791236308
"2020-03-02",62,124,290,21709547.5211329,8.34384663654482,160.76670016348,281.858241306345
"2020-03-03",63,118,296,21709544.9503186,9.17045357989145,156.0627390156,288.306409780591
"2020-03-04",64,113,305,21709541.7572269,10.4117683076588,151.75011716114,294.570808605879
"2020-03-05",65,113,305,21709537.9431509,11.9903238811828,147.887814672987,300.66863156536
"2020-03-06",66,115,307,21709533.5792225,13.7795260683867,144.512130371825,306.619042055972
"2020-03-07",67,115,311,21709528.7994829,15.618790483438,141.629554239199,312.442093358219
"2020-03-08",68,112,316,21709523.7972476,17.322949040647,139.212307066878,318.157417282905
"2020-03-09",69,105,323,21709518.8215194,18.6900960970686,137.195538720074,323.782766793766
"2020-03-10",70,101,328,21709514.1263971,19.551687031255,135.479323458685,329.332513425411
"2020-03-11",71,101,334,21709509.9013202,19.8287605775282,133.943359196858,334.816481091427
"2020-03-12",72,93,342,21709506.2650756,19.520653350762,132.464703255231,340.239488806859
"2020-03-13",73,86,350,21709503.2680155,18.6888291133763,130.93154014322,345.601536284538
"2020-03-14",74,80,357,21709500.8929663,17.4447999053459,129.253674615389,350.898480160978
"2020-03-15",75,81,361,21709499.0563754,15.9400013650618,127.370460683232,356.123083551416
